"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"ADSL","Allied Digital Services Limited","7(2)","Partha Roy","-","Equity Shares","2000","0",,"3000","60000","Buy","Equity Shares","5000","0","06-Apr-2026","06-Apr-2026","06-Apr-2026","ESOP","-","-","0","0","0","0","NA","-","06-Apr-2026 19:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197676_1646423_06042026072717_WEB.xml"
"ADSL","Allied Digital Services Limited","7(2)","Srinibash Sahoo","-","Equity Shares","1795","0",,"16500","330000","Buy","Equity Shares","18295","0.03","06-Apr-2026","06-Apr-2026","06-Apr-2026","ESOP","-","-","0","0","0","0","NA","-","06-Apr-2026 19:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197676_1646423_06042026072717_WEB.xml"
"ADSL","Allied Digital Services Limited","7(2)","Dayanidhi Padhy","-","Equity Shares","1500","0",,"3000","60000","Buy","Equity Shares","4500","0","06-Apr-2026","06-Apr-2026","06-Apr-2026","ESOP","-","-","0","0","0","0","NA","-","06-Apr-2026 19:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197676_1646423_06042026072717_WEB.xml"
"ADSL","Allied Digital Services Limited","7(2)","Viswanathan Ramanathan","-","Equity Shares","Nil","0",,"6425","128500","Buy","Equity Shares","6425","0.01","06-Apr-2026","06-Apr-2026","06-Apr-2026","ESOP","-","-","0","0","0","0","NA","-","06-Apr-2026 19:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197676_1646423_06042026072717_WEB.xml"
"ADSL","Allied Digital Services Limited","7(2)","Deepa Joshi","-","Equity Shares","23285","0.04",,"7025","140500","Buy","Equity Shares","30310","0.05","06-Apr-2026","06-Apr-2026","06-Apr-2026","ESOP","-","-","0","0","0","0","NA","-","06-Apr-2026 19:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197676_1646423_06042026072717_WEB.xml"
"ADSL","Allied Digital Services Limited","7(2)","Ravindra Deshpande","-","Equity Shares","4","0",,"4750","95000","Buy","Equity Shares","4754","0","06-Apr-2026","06-Apr-2026","06-Apr-2026","ESOP","-","-","0","0","0","0","NA","-","06-Apr-2026 19:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197676_1646423_06042026072717_WEB.xml"
"INTLCONV","International Conveyors Limited","7(2)","Amaranth Daksha Private Limited","Promoter Group","Equity Shares","Nil","0",,"2415000","190012200","Buy","Equity Shares","2415000","3.79","30-Mar-2026","30-Mar-2026","02-Apr-2026","Off Market","-","-","0","0","0","0","NA","-","06-Apr-2026 18:16","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197674_1646353_06042026061637_WEB.xml"
"INTLCONV","International Conveyors Limited","7(2)","I.G.E. (India) Private Limited","Promoters","Equity Shares","31702560","49.71",,"2415000","190012200","Sell","Equity Shares","29287560","45.92","30-Mar-2026","30-Mar-2026","02-Apr-2026","Off Market","-","-","0","0","0","0","NA","-","06-Apr-2026 18:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197672_1646344_06042026061234_WEB.xml"
"CAMLINFINE","Camlin Fine Sciences Limited","7(2)","Ashish Subhash Dandekar","Director","Equity Shares","19778510","10.3",,"650000","63004500","Pledge","Equity Shares","19778510","10.3","30-Mar-2026","30-Mar-2026","02-Apr-2026","Pledge Creation","-","-","0","0","0","0","NA","-","06-Apr-2026 16:59","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197670_1646275_06042026045915_WEB.xml"
"JSWENERGY","JSW Energy Limited","7(2)","JSW Energy Employees Welfare Trust","Other","Equity Shares","1088337","0.06",,"545","5450","Sell","Equity Shares","1087792","0.06","30-Mar-2026","30-Mar-2026","02-Apr-2026","ESOP","-","-","0","0","0","0","NA","-","06-Apr-2026 16:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197668_1646266_06042026045101_WEB.xml"
"INFY","Infosys Limited","7(2)","Atul Chaturvedi","Other","ADR/GDR/FCCB","Nil","0",,"2061","2632737","-","ADR/GDR/FCCB","2061","0","02-Apr-2026","02-Apr-2026","02-Apr-2026","ESOP","-","-","0","0","0","0","NA","-","06-Apr-2026 16:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197666_1646241_06042026040732_WEB.xml"
"INFY","Infosys Limited","7(2)","Infosys Employee benefits Trust","Other","ADR/GDR/FCCB","8668483","0.21",,"25","31743","-","ADR/GDR/FCCB","8668508","0.21","27-Mar-2026","27-Mar-2026","02-Apr-2026","Off Market","-","-","0","0","0","0","NA","-","06-Apr-2026 16:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197666_1646241_06042026040732_WEB.xml"
"INFY","Infosys Limited","7(2)","Infosys Employee benefits Trust","Other","ADR/GDR/FCCB","8668508","0.21",,"17597","22006808","-","ADR/GDR/FCCB","8650911","0.21","30-Mar-2026","30-Mar-2026","02-Apr-2026","Off Market","-","-","0","0","0","0","NA","-","06-Apr-2026 16:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197666_1646241_06042026040732_WEB.xml"
"HNDFDS","Hindustan Foods Limited","7(2)","Robin Dsouza","Employees/Designated Employees","Equity Shares","48500","0.04",,"1700","849599","Sell","Equity Shares","46800","0.04","30-Mar-2026","30-Mar-2026","01-Apr-2026","Market Sale","-","-","0","0","0","0","BSE","-","06-Apr-2026 15:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197664_1646212_06042026033658_WEB.xml"
"HNDFDS","Hindustan Foods Limited","7(2)","Robin Dsouza","Employees/Designated Employees","Equity Shares","46800","0.04",,"700","350371","Sell","Equity Shares","46100","0.04","30-Mar-2026","30-Mar-2026","01-Apr-2026","Market Sale","-","-","0","0","0","0","NSE","-","06-Apr-2026 15:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197664_1646212_06042026033658_WEB.xml"
"POCL","Pondy Oxides & Chemicals Limited","7(2)","Ashish Bansal","Promoters","Equity Shares","4638900","15.2",,"2107244","0","Buy","Equity Shares","6746144","22.11","01-Apr-2026","01-Apr-2026","06-Apr-2026","Others","-","-","0","0","0","0","NA","-","06-Apr-2026 15:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197661_1646199_06042026032556_WEB.xml"
"COMSYN","Commercial Syn Bags Limited","7(2)","Pravi Investments LLP","Promoter Group","Warrants","1000000","0",,"387000","27864000","Sell","Warrants","613000","-","30-Mar-2026","30-Mar-2026","02-Apr-2026","Conversion of security","-","-","0","0","0","0","NA","-","06-Apr-2026 14:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197659_1646172_06042026025015_WEB.xml"
"COMSYN","Commercial Syn Bags Limited","7(2)","Pravi Investments LLP","Promoter Group","Equity Shares","1197906","3",,"387000","27864000","Buy","Equity Shares","1584906","3.93","30-Mar-2026","30-Mar-2026","02-Apr-2026","Conversion of security","-","-","0","0","0","0","NA","-","06-Apr-2026 14:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197659_1646172_06042026025015_WEB.xml"
"PAISALO","Paisalo Digital Limited","7(2)","EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED","Promoter Group","Equity Shares","186763880","20.53",,"4000000","141440000","Pledge Revoke","Equity Shares","186763880","20.53","02-Apr-2026","02-Apr-2026","04-Apr-2026","Revokation of Pledge","-","-","0","0","0","0","NA","-","04-Apr-2026 16:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197656_1645991_04042026045255_WEB.xml"
"RELIGARE","Religare Enterprises Limited","7(2)","Gyan Enterprises Private limited","Promoter Group","Equity Shares","Nil","0",,"1327000","297893055","Buy","Equity Shares","1327000","0.4","27-Mar-2026","27-Mar-2026","01-Apr-2026","Market Purchase","-","-","0","0","0","0","NSE","-","04-Apr-2026 16:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197653_1645977_04042026035607_WEB.xml"
"BEDMUTHA","Bedmutha Industries Limited","7(2)","Kachardas Ratanchand Bedmutha","Promoters","Equity Shares","2341973","7.26",,"1580","161000","Buy","Equity Shares","2343553","7.26","29-Mar-2026","30-Mar-2026","01-Apr-2026","Market Purchase","-","-","0","0","0","0","NSE","-","03-Apr-2026 23:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197649_1645919_03042026114143_WEB.xml"
"BEDMUTHA","Bedmutha Industries Limited","7(2)","Kamalabai Kachardas Bedmutha","Promoter Group","Equity Shares","1277313","3.96",,"11703","1194000","Buy","Equity Shares","1289016","4","30-Mar-2026","30-Mar-2026","01-Apr-2026","Market Purchase","-","-","0","0","0","0","NSE","-","03-Apr-2026 23:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197649_1645919_03042026114143_WEB.xml"
"MADHAV","Madhav Marbles and Granites Limited","7(2)","MADHAV DOSHI","Director","Equity Shares","1123449","12.56",,"20300","627713","Buy","Equity Shares","1143749","12.79","30-Mar-2026","30-Mar-2026","01-Apr-2026","Market Purchase","-","-","0","0","0","0","NSE","-","03-Apr-2026 21:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197647_1645907_03042026095421_WEB.xml"
"BONLON","Bonlon Industries Limited","7(2)","BON LON SECURITIES LIMITED","Promoter Group","Equity Shares","282974","2",,"1100000","3300000","Buy","Equity Shares","1382974","8.44","30-Mar-2026","30-Mar-2026","01-Apr-2026","Conversion of security","-","-","0","0","0","0","NA","-","03-Apr-2026 18:56","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197645_1645871_03042026065656_WEB.xml"
"BONLON","Bonlon Industries Limited","7(2)","HARSHIT FINVEST PRIVATE LIMITED","Promoter Group","Equity Shares","618","0",,"1100000","3300000","Buy","Equity Shares","1100618","6.72","30-Mar-2026","30-Mar-2026","01-Apr-2026","Conversion of security","-","-","0","0","0","0","NA","-","03-Apr-2026 18:56","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197645_1645871_03042026065656_WEB.xml"
"BONLON","Bonlon Industries Limited","7(2)","BON LON PRIVATE LIMITED","Promoter Group","Equity Shares","97024","0.68",,"11016","110160","Buy","Equity Shares","108040","0.66","31-Mar-2026","31-Mar-2026","02-Apr-2026","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","03-Apr-2026 18:56","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197645_1645871_03042026065656_WEB.xml"
"ALICON","Alicon Castalloy Limited","7(2)","Vimal Gupta","Key Managerial Personnel","Equity Shares","106600","0.66",,"3000","1780000","Sell","Equity Shares","103600","0.63","30-Mar-2026","30-Mar-2026","01-Apr-2026","Market Sale","-","-","0","0","0","0","NSE","-","03-Apr-2026 18:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197643_1645851_03042026061436_WEB.xml"
"PARSVNATH","Parsvnath Developers Limited","7(2)","Parasnath and Associates Private Limited","Promoters","Equity Shares","25386992","5.83",,"25386000","149777400","Pledge Revoke","Equity Shares","25386992","5.83","02-Apr-2026","02-Apr-2026","03-Apr-2026","-","-","-","0","0","0","0","NA","-","03-Apr-2026 16:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197639_1645797_03042026044200_WEB.xml"
"SILLYMONKS","Silly Monks Entertainment Limited","7(2)","Satyapoorna Chander Yalamanchili","Promoters","Equity Shares","1454331","10.51",,"5469146","86849690","Buy","Equity Shares","6923477","50.04","12-Jan-2026","30-Mar-2026","02-Apr-2026","Off Market","-","-","0","0","0","0","NSE","-","03-Apr-2026 16:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197637_1645793_03042026043432_WEB.xml"
"OSIAHYPER","Osia Hyper Retail Limited","7(2)","Kavita Dhirendrakumar Chopra","Promoters","Equity Shares","34920000","26.23",,"10000000","70000000","Buy","Equity Shares","34920000","26.23","18-Mar-2025","18-Mar-2025","26-Feb-2026","Preferential Offer","-","-","0","0","0","0","NA","-","03-Apr-2026 16:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197634_1645780_03042026041327_WEB.xml"
"OSIAHYPER","Osia Hyper Retail Limited","7(2)","Gautam Jasraj Chopra","Promoter Group","Equity Shares","16000","0.01",,"500000","3500000","Buy","Equity Shares","16000","0.01","18-Mar-2025","18-Mar-2025","26-Feb-2026","Preferential Offer","-","-","0","0","0","0","NA","-","03-Apr-2026 16:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197634_1645780_03042026041327_WEB.xml"
"OSIAHYPER","Osia Hyper Retail Limited","7(2)","Namrata Abhishek Mehta","Promoter Group","Equity Shares","16000","0.01",,"4000000","28000000","Buy","Equity Shares","16000","0.01","18-Mar-2025","18-Mar-2025","26-Feb-2026","Preferential Offer","-","-","0","0","0","0","NA","-","03-Apr-2026 16:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197634_1645780_03042026041327_WEB.xml"
"OSIAHYPER","Osia Hyper Retail Limited","7(2)","Naitik Gautamkumar Chopra","Promoter Group","Equity Shares","16000","0.01",,"4500000","31500000","Buy","Equity Shares","16000","0.01","18-Mar-2025","18-Mar-2025","26-Feb-2026","Preferential Offer","-","-","0","0","0","0","NA","-","03-Apr-2026 16:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197634_1645780_03042026041327_WEB.xml"
"OSIAHYPER","Osia Hyper Retail Limited","7(2)","Nirmala Devi Gautamkumar Chopra","Promoter Group","Equity Shares","16000","0.01",,"1500000","10500000","Buy","Equity Shares","16000","0.01","18-Mar-2025","18-Mar-2025","26-Feb-2026","Preferential Offer","-","-","0","0","0","0","NA","-","03-Apr-2026 16:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197634_1645780_03042026041327_WEB.xml"
"OSIAHYPER","Osia Hyper Retail Limited","7(2)","Namrata Abhishek Mehta","Promoter Group","Equity Shares","16000","0.01",,"1000000","28000000","Buy","Equity Shares","1016000","0.63","20-Mar-2025","20-Mar-2025","26-Feb-2026","Preferential Offer","-","-","0","0","0","0","NA","-","03-Apr-2026 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197632_1645765_03042026034130_WEB.xml"
"OSIAHYPER","Osia Hyper Retail Limited","7(2)","Naitik Gautamkumar Chopra","Promoter Group","Equity Shares","16000","0.01",,"500000","14000000","Buy","Equity Shares","516000","0.32","20-Mar-2025","20-Mar-2025","26-Feb-2026","Preferential Offer","-","-","0","0","0","0","NA","-","03-Apr-2026 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197632_1645765_03042026034130_WEB.xml"
"OSIAHYPER","Osia Hyper Retail Limited","7(2)","Dhirendra Gautamkumar Chopra","Promoters","Equity Shares","29106363","21.86",,"1500000","42000000","Buy","Equity Shares","30606363","19","20-Mar-2025","20-Mar-2025","26-Feb-2026","Preferential Offer","-","-","0","0","0","0","NA","-","03-Apr-2026 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197632_1645765_03042026034130_WEB.xml"
"OSIAHYPER","Osia Hyper Retail Limited","7(2)","Kavita Dhirendrakumar Chopra","Promoters","Equity Shares","34920000","26.23",,"5000000","140000000","Buy","Equity Shares","39920000","24.78","20-Mar-2025","20-Mar-2025","26-Feb-2026","Preferential Offer","-","-","0","0","0","0","NA","-","03-Apr-2026 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197632_1645765_03042026034130_WEB.xml"
"OSIAHYPER","Osia Hyper Retail Limited","7(2)","Gautam Jasraj Chopra","Promoter Group","Equity Shares","16000","0.01",,"500000","14000000","Buy","Equity Shares","516000","0.32","20-Mar-2025","20-Mar-2025","26-Feb-2026","Preferential Offer","-","-","0","0","0","0","NA","-","03-Apr-2026 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197632_1645765_03042026034130_WEB.xml"
"OSIAHYPER","Osia Hyper Retail Limited","7(2)","Naitik Gautamkumar Chopra","Promoter Group","Equity Shares","516000","0.32",,"4500000","94500000","Buy","Equity Shares","5016000","2.83","21-Apr-2025","21-Apr-2025","26-Feb-2026","Others","-","-","0","0","0","0","NA","-","03-Apr-2026 15:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197630_1645762_03042026033430_WEB.xml"
"OSIAHYPER","Osia Hyper Retail Limited","7(2)","Gautam Jasraj Chopra","Promoter Group","Equity Shares","516000","0.32",,"500000","10500000","Buy","Equity Shares","1016000","0.57","21-Apr-2025","21-Apr-2025","26-Feb-2026","Others","-","-","0","0","0","0","NA","-","03-Apr-2026 15:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197630_1645762_03042026033430_WEB.xml"
"OSIAHYPER","Osia Hyper Retail Limited","7(2)","NirmalaDevi Gautamkumar Chopra","Promoter Group","Equity Shares","16000","0.01",,"1500000","31500000","Buy","Equity Shares","1516000","0.86","21-Apr-2025","21-Apr-2025","26-Feb-2026","Others","-","-","0","0","0","0","NA","-","03-Apr-2026 15:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197630_1645762_03042026033430_WEB.xml"
"UPL","UPL Limited","7(2)","Rumi Family Private Trust","Other","Equity Shares","59407","0",,"10000","6282784","Buy","Equity Shares","69407","0","02-Mar-2026","06-Mar-2026","02-Apr-2026","Market Purchase","-","-","0","0","0","0","NSE","-","03-Apr-2026 14:45","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197627_1645740_03042026024507_WEB.xml"
"ARROWGREEN","Arrow Greentech Limited","7(2)","RISHIL PATEL","Promoter Group","Equity Shares","399960","2.65",,"123610","53547152","Buy","Equity Shares","523570","3.47","30-Mar-2026","30-Mar-2026","02-Apr-2026","Market Purchase","-","-","0","0","0","0","NSE","-","03-Apr-2026 14:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197626_1645735_03042026023831_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","Anshuman Maheshwary","Employees/Designated Employees","Equity Shares","155152","0.04",,"100000","97740000","Pledge","Equity Shares","155152","0.04","30-Mar-2026","30-Mar-2026","01-Apr-2026","Pledge Creation","-","-","0","0","0","0","NA","-","03-Apr-2026 14:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197623_1645730_03042026023415_WEB.xml"
"SEJALLTD","Sejal Glass Limited","7(2)","Vedant Dhirraj Gada","Promoter Group","Equity Shares","Nil","0",,"125000","0","Buy","Equity Shares","125000","1.1","27-Mar-2026","27-Mar-2026","01-Apr-2026","Inter-se-Transfer","-","-","0","0","0","0","NA","-","03-Apr-2026 12:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197620_1645705_03042026121406_WEB.xml"
"STARCEMENT","Star Cement Limited","7(2)","Shraddha Agarwal","Promoter Group","Equity Shares","1089718","0.27",,"1350","273206","Buy","Equity Shares","1091068","0.27","30-Mar-2026","30-Mar-2026","01-Apr-2026","Market Purchase","-","-","0","0","0","0","NSE","-","03-Apr-2026 12:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197618_1645698_03042026120504_WEB.xml"
"WSI","W S Industries (I) Limited","7(2)","P MAMATHA","Promoter Group","Equity Shares","957854","1.26",,"842853","50000000","Pledge","Equity Shares","957854","1.26","31-Mar-2026","31-Mar-2026","02-Apr-2026","Pledge Creation","-","-","0","0","0","0","NA","-","03-Apr-2026 11:59","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197616_1645695_03042026115902_WEB.xml"
"EMBDL","Embassy Developments Limited","7(2)","Maria Rajesh","Employees/Designated Employees","Equity Shares","Nil","0",,"30000","1183800","Buy","Equity Shares","30000","0","30-Mar-2026","30-Mar-2026","01-Apr-2026","Market Purchase","-","-","0","0","0","0","NSE","-","03-Apr-2026 00:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197613_1645671_03042026120108_WEB.xml"
"DAMODARIND","Damodar Industries Limited","7(2)","ANIL D BIYANI","Promoters","Equity Shares","2489500","10.68",,"2489500","0","Sell","Equity Shares","Nil","0","30-Mar-2026","30-Mar-2026","02-Apr-2026","Gift","-","-","0","0","0","0","NA","-","02-Apr-2026 21:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197611_1645643_02042026091203_WEB.xml"
"DAMODARIND","Damodar Industries Limited","7(2)","ARUN KUMAR BIYANI","Promoters","Equity Shares","5575000","23.93",,"2489500","0","Buy","Equity Shares","8064500","34.61","30-Mar-2026","30-Mar-2026","02-Apr-2026","Gift","-","-","0","0","0","0","NA","-","02-Apr-2026 21:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197611_1645643_02042026091203_WEB.xml"
"DAMODARIND","Damodar Industries Limited","7(2)","ARUN KUMAR BIYANI","Promoters","Equity Shares","5570000","23.91",,"50000","126400","Buy","Equity Shares","5575000","23.93","29-Jan-2026","30-Jan-2026","02-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","02-Apr-2026 21:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197611_1645643_02042026091203_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","-","-",,"-","0",,,"-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","-","-","02-Apr-2026 20:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197609_1645633_02042026081816_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Maharashtra Scooters Limited","Promoter Group","Equity Shares","189991600","3.05",,"270000","230660568","Buy","Equity Shares","190261600","3.06","27-Mar-2026","27-Mar-2026","01-Apr-2026","Market Purchase","-","-","0","0","0","0","NSE","-","02-Apr-2026 20:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197609_1645633_02042026081816_WEB.xml"
